"outcome","term","estimate","std.error","rep","seed"
"irae","ecog2",-0.0157368650119197,0.0628006689275873,13,1013
"irae","ecog3",-0.309809796788428,0.133935928057515,13,1013
"irae","cancer.typeBladder",-0.176468861264958,0.0676968761950344,13,1013
"irae","cancer.typeKidney",0.100225858973303,0.0599993883479074,13,1013
"irae","cancer.typeMelanoma",0.144292045161625,0.0572982752872956,13,1013
"irae","practice.typeCommunity",-0.121892156693129,0.0345660655666745,13,1013
"irae","tx.combo",0.282958680128669,0.0324857129814518,13,1013
"irae","pd.l1Low",0.0242773642302087,0.0377837825627587,13,1013
"irae","pd.l1High",0.233180278570287,0.0423644238023726,13,1013
"irae","on.ici",0.456447008399954,0.0509595717626043,13,1013
"death","(Intercept)",-9.29736198868007,0.0972250735293953,14,1014
"death","ns(month, df = 3)1",0.404905699685352,0.0482130915810543,14,1014
"death","ns(month, df = 3)2",0.748276636858751,0.0840782058087124,14,1014
"death","ns(month, df = 3)3",0.775331933359163,0.0433214240910725,14,1014
"death","age",0.0550093290651795,0.0011054603922818,14,1014
"death","sexFemale",-0.0336359255195019,0.0201165149291874,14,1014
"death","ecog1",0.523331496268835,0.0235345769204644,14,1014
"death","ecog2",1.10962992378614,0.0297846822733596,14,1014
"death","ecog3",1.45636852511244,0.0470195713264497,14,1014
"death","cancer.typeBladder",0.174270523786952,0.0355614594111049,14,1014
"death","cancer.typeKidney",0.114130786036367,0.0363518103193964,14,1014
"death","cancer.typeMelanoma",-0.0579343867176454,0.0368224636403287,14,1014
"death","practice.typeCommunity",0.0283875699106434,0.0216369186436807,14,1014
"death","initial.stageIV",0.355299736008374,0.0227962121420935,14,1014
"death","on.ici",-0.249731480686085,0.0274484355004986,14,1014
"irae","(Intercept)",-6.26058557361425,0.143355557129113,14,1014
"irae","ns(month, df = 3)1",-0.137986382883571,0.0785599720521408,14,1014
"irae","ns(month, df = 3)2",0.220754452923493,0.121665343211237,14,1014
"irae","ns(month, df = 3)3",-0.0388242229649692,0.0862611948562506,14,1014
"irae","age",-0.00286187221771241,0.00176508819745511,14,1014
"irae","sexFemale",0.17899172884612,0.0330132804288475,14,1014
"irae","ecog1",0.0979558026116345,0.0357612468924401,14,1014
"irae","ecog2",0.0446045357778654,0.0630041974473812,14,1014
"irae","ecog3",0.13443267182381,0.116087336823731,14,1014
"irae","cancer.typeBladder",-0.0738759393334606,0.0671128309422032,14,1014
"irae","cancer.typeKidney",-0.0928554420403618,0.0669412070986386,14,1014
"irae","cancer.typeMelanoma",0.302271652939221,0.0564651989786959,14,1014
"irae","practice.typeCommunity",-0.0612280861411918,0.0355141672544561,14,1014
"irae","tx.combo",0.307582687636639,0.0333365332739974,14,1014
"irae","pd.l1Low",-0.0497987642163726,0.0401083145093807,14,1014
"irae","pd.l1High",0.37155120757774,0.0416663146398397,14,1014
"irae","on.ici",0.407522425069449,0.0503458466428996,14,1014
"death","(Intercept)",-9.23850147344732,0.0953838805769955,15,1015
"death","ns(month, df = 3)1",0.58921434230762,0.0476123251052834,15,1015
"death","ns(month, df = 3)2",0.905205216886578,0.0847116702507493,15,1015
"death","ns(month, df = 3)3",0.892623532383209,0.0435195186164991,15,1015
"death","age",0.0493452496697699,0.00107524461993848,15,1015
"death","sexFemale",0.0354009834507226,0.0199333071254688,15,1015
"death","ecog1",0.663830677864631,0.0233634507655877,15,1015
"death","ecog2",1.07411089048753,0.0307683360706533,15,1015
"death","ecog3",1.55921200965971,0.0457382947798672,15,1015
"death","cancer.typeBladder",0.108714449825596,0.0356721165312353,15,1015
"death","cancer.typeKidney",0.110624161090706,0.0373478135698701,15,1015
"death","cancer.typeMelanoma",0.0435941579367733,0.0364107194305349,15,1015
"death","practice.typeCommunity",0.0502094570400442,0.0218947011601715,15,1015
"death","initial.stageIV",0.4172821821221,0.0234345117233378,15,1015
"death","on.ici",-0.126526488986487,0.027356431807026,15,1015
"irae","(Intercept)",-6.19509584937922,0.139083519457242,15,1015
"irae","ns(month, df = 3)1",-0.297084003756702,0.0762122077569134,15,1015
"irae","ns(month, df = 3)2",-0.0752855466631831,0.11420561361513,15,1015
"irae","ns(month, df = 3)3",-0.00976642295681752,0.0805842980628571,15,1015
"irae","age",0.000185608732180997,0.00167685647323373,15,1015
"irae","sexFemale",0.193156479429439,0.0318645348327832,15,1015
"irae","ecog1",-0.0405748768744376,0.034799624292324,15,1015
"irae","ecog2",0.000529909115214658,0.0605061126973071,15,1015
"irae","ecog3",-0.173130698328648,0.127222695945107,15,1015
"irae","cancer.typeBladder",-0.190812768012434,0.0690100134615167,15,1015
"irae","cancer.typeKidney",-0.00414690310166618,0.0624048115801978,15,1015
"irae","cancer.typeMelanoma",0.245686274414926,0.0568605760017277,15,1015
"irae","practice.typeCommunity",-0.000749501365888884,0.0347167364566368,15,1015
"irae","tx.combo",0.30838808479425,0.0323459947463255,15,1015
"irae","pd.l1Low",0.107320280094993,0.0378760959514616,15,1015
"irae","pd.l1High",0.393856255165136,0.0413726430838006,15,1015
"irae","on.ici",0.299634875168323,0.048452914641668,15,1015
"death","(Intercept)",-9.02081337965265,0.09493191898296,16,1016
"death","ns(month, df = 3)1",0.326578248241002,0.0478079376868502,16,1016
"death","ns(month, df = 3)2",0.944045784026126,0.0843991141342267,16,1016
"death","ns(month, df = 3)3",1.01195616161521,0.0427448301015337,16,1016
"death","age",0.0486827846263479,0.00107531039881291,16,1016
"death","sexFemale",0.0177725253874638,0.0199540833126286,16,1016
"death","ecog1",0.589972264621661,0.023371086368584,16,1016
"death","ecog2",1.1682428556361,0.030686783348363,16,1016
"death","ecog3",1.51197883794954,0.0442234697056442,16,1016
"death","cancer.typeBladder",0.0790322396377244,0.0357652715009641,16,1016
"death","cancer.typeKidney",-0.0324793333072609,0.0378190965774323,16,1016
"death","cancer.typeMelanoma",-0.0644826243138527,0.0369431883405028,16,1016
"death","practice.typeCommunity",-0.114208444504313,0.0212715960632927,16,1016
"death","initial.stageIV",0.461180986327905,0.0234294274183582,16,1016
"death","on.ici",-0.156265936523809,0.0277244756769747,16,1016
"irae","(Intercept)",-5.93065202289634,0.133326047590443,16,1016
"irae","ns(month, df = 3)1",-0.516323548354632,0.0765394044847498,16,1016
"irae","ns(month, df = 3)2",-0.81182750111304,0.105422029599046,16,1016
"irae","ns(month, df = 3)3",-0.335325234724147,0.0824865339259294,16,1016
"irae","age",0.00444449247555349,0.00163043313680087,16,1016
"irae","sexFemale",0.122506520837531,0.0311855297407948,16,1016
"irae","ecog1",-0.133391236194422,0.0343943626220461,16,1016
"irae","ecog2",0.0738368106286007,0.05824988888349,16,1016
"irae","ecog3",-0.449995435972565,0.129562747877442,16,1016
"irae","cancer.typeBladder",-0.0928743421307576,0.0622800535891074,16,1016
"irae","cancer.typeKidney",-0.181113947746485,0.0634321285143097,16,1016
"irae","cancer.typeMelanoma",-0.1609598757556,0.0634517855787362,16,1016
"irae","practice.typeCommunity",0.0475744231070577,0.0343961899705116,16,1016
"irae","tx.combo",0.306091361518357,0.0316010931173581,16,1016
"irae","pd.l1Low",-0.122364988929437,0.0376661546378345,16,1016
"irae","pd.l1High",0.245439384788055,0.0400600318710831,16,1016
"irae","on.ici",0.255151373074432,0.048774587200483,16,1016
"death","(Intercept)",-9.17661006100285,0.0954053220043691,17,1017
"death","ns(month, df = 3)1",0.405979673919602,0.0477201701393307,17,1017
"death","ns(month, df = 3)2",0.718624972986328,0.0825952259235604,17,1017
"death","ns(month, df = 3)3",0.846196881889347,0.0433749596497614,17,1017
"death","age",0.0530930668658767,0.00108231942831108,17,1017
"death","sexFemale",-0.0144381322794877,0.0199700547021433,17,1017
"death","ecog1",0.523550488745969,0.0232871605474869,17,1017
"death","ecog2",1.09223078805042,0.0299714369401662,17,1017
"death","ecog3",1.5762090620414,0.0434587006461021,17,1017
"death","cancer.typeBladder",0.214156169668344,0.0351051180998398,17,1017
"death","cancer.typeKidney",0.222926481907825,0.0364987256049429,17,1017
"death","cancer.typeMelanoma",-0.185514368475586,0.0384988907806733,17,1017
"death","practice.typeCommunity",-0.0110680932882962,0.0215942348335154,17,1017
"death","initial.stageIV",0.350473026683695,0.0228375055159943,17,1017
"death","on.ici",-0.166132193725577,0.0275068938983312,17,1017
"irae","(Intercept)",-5.72512704814903,0.134598885525716,17,1017
"irae","ns(month, df = 3)1",-0.319831944161408,0.0751436099144691,17,1017
"irae","ns(month, df = 3)2",-0.26113378492131,0.11207893432414,17,1017
"irae","ns(month, df = 3)3",-0.188939395696084,0.0789294995340358,17,1017
"irae","age",0.00132101499881049,0.00166095493213549,17,1017
"irae","sexFemale",0.0870125890445307,0.0312400417300474,17,1017
"irae","ecog1",-0.0162754143635287,0.0335859725585867,17,1017
"irae","ecog2",-0.267905036160549,0.0660532516592577,17,1017
"irae","ecog3",0.036900644327652,0.109972332077757,17,1017
"irae","cancer.typeBladder",-0.2653493990612,0.0663236092234038,17,1017
"irae","cancer.typeKidney",-0.0922820595366279,0.0624001039984669,17,1017
"irae","cancer.typeMelanoma",-0.236076806641154,0.0636557940894378,17,1017
"irae","practice.typeCommunity",-0.0824061199868798,0.0334280474330328,17,1017
"irae","tx.combo",0.15170865343918,0.0315561549123047,17,1017
"irae","pd.l1Low",0.012915622494343,0.037166356672478,17,1017
"irae","pd.l1High",0.182486048151193,0.0407447654938207,17,1017
"irae","on.ici",0.121104352647874,0.0466292024787277,17,1017
"death","(Intercept)",-8.72716030422353,0.0940908493064386,18,1018
"death","ns(month, df = 3)1",0.491225299730992,0.0475859322050444,18,1018
"death","ns(month, df = 3)2",0.608352640578112,0.0824267231556831,18,1018
"death","ns(month, df = 3)3",0.721465764144246,0.0431989832453067,18,1018
"death","age",0.0453106016314506,0.00107264832530969,18,1018
"death","sexFemale",-0.0334931818304822,0.01993015499034,18,1018
"death","ecog1",0.581866684874411,0.0232844496526979,18,1018
"death","ecog2",1.08641737486393,0.0300092664675067,18,1018
"death","ecog3",1.4696096818036,0.0464167392537175,18,1018
"death","cancer.typeBladder",0.111464759879163,0.0348447453819456,18,1018
"death","cancer.typeKidney",0.211411497785578,0.0356308103360056,18,1018
"death","cancer.typeMelanoma",-0.102182642926173,0.0374164601187334,18,1018
"death","practice.typeCommunity",0.0426551672077277,0.0217642847889532,18,1018
"death","initial.stageIV",0.45752426974783,0.0230545703341504,18,1018
"death","on.ici",-0.195822797992025,0.0272486682433891,18,1018
"irae","(Intercept)",-6.33548396006075,0.141946646292166,18,1018
"irae","ns(month, df = 3)1",-0.226046315629094,0.0774510960104399,18,1018
"irae","ns(month, df = 3)2",0.196194311912215,0.118211891085731,18,1018
"irae","ns(month, df = 3)3",0.177250914970791,0.0829944773092183,18,1018
"irae","age",-0.000471202616495634,0.00172942525269298,18,1018
"irae","sexFemale",0.133949971167,0.0326342387395671,18,1018
"irae","ecog1",-0.0781421259511448,0.0361029386541379,18,1018
"irae","ecog2",0.0569626297694477,0.0600988606091992,18,1018
"irae","ecog3",-0.369680960876295,0.141530989609328,18,1018
"irae","cancer.typeBladder",-0.269236294191737,0.070501382535573,18,1018
"irae","cancer.typeKidney",-0.0883483246098232,0.0628612274963473,18,1018
"irae","cancer.typeMelanoma",-0.212147614949195,0.0663109106458842,18,1018
"irae","practice.typeCommunity",0.00472400187447279,0.035720136372039,18,1018
"irae","tx.combo",0.463411977221523,0.033203053934645,18,1018
"irae","pd.l1Low",-0.144935256972552,0.0394773338377965,18,1018
"irae","pd.l1High",0.118767275365417,0.0426804784928592,18,1018
"irae","on.ici",0.518388741340872,0.0506113510132529,18,1018
"death","(Intercept)",-9.20904364377298,0.0955380601587577,19,1019
"death","ns(month, df = 3)1",0.520399099464549,0.0477256093741435,19,1019
"death","ns(month, df = 3)2",1.16688598080289,0.0853135099811053,19,1019
"death","ns(month, df = 3)3",1.11036346203791,0.0432162937742485,19,1019
"death","age",0.0466857310304281,0.0010767469304458,19,1019
"death","sexFemale",0.0363937688871379,0.0199386561323405,19,1019
"death","ecog1",0.748430076483391,0.0236836340734596,19,1019
"death","ecog2",1.28366921695394,0.030727429811287,19,1019
"death","ecog3",1.74951367703011,0.0460826756209027,19,1019
"death","cancer.typeBladder",0.286987724817535,0.0346536193478232,19,1019
"death","cancer.typeKidney",0.155528056547697,0.0367428770909826,19,1019
"death","cancer.typeMelanoma",-0.0453718508053887,0.0381722664818172,19,1019
"death","practice.typeCommunity",0.0341975110975645,0.0218965953191181,19,1019
"death","initial.stageIV",0.298110981096777,0.0226218326784724,19,1019
"death","on.ici",-0.011029711956493,0.0277244155788318,19,1019
"irae","(Intercept)",-6.06510299211486,0.13939457222926,19,1019
"irae","ns(month, df = 3)1",-0.455617985463312,0.078349513483232,19,1019
"irae","ns(month, df = 3)2",-0.291723301709268,0.113266837050382,19,1019
"irae","ns(month, df = 3)3",-0.353120292827612,0.0854443298395764,19,1019
"irae","age",-0.00338799042619209,0.00170246437048294,19,1019
"irae","sexFemale",0.258458730659476,0.0319842469057902,19,1019
"irae","ecog1",0.0145595841003511,0.0349921341460498,19,1019
"irae","ecog2",0.1888945414408,0.0589321700548323,19,1019
"irae","ecog3",0.119108844884465,0.12151114418487,19,1019
"irae","cancer.typeBladder",0.228958050155315,0.0592295413042695,19,1019
"irae","cancer.typeKidney",0.286679215176188,0.057142825212299,19,1019
"irae","cancer.typeMelanoma",0.170330501248446,0.0590345025777771,19,1019
"irae","practice.typeCommunity",0.117346134285338,0.035672996747072,19,1019
"irae","tx.combo",0.32577302702814,0.0323672182370151,19,1019
"irae","pd.l1Low",0.0218402396018013,0.0388294344419889,19,1019
"irae","pd.l1High",0.455641350459085,0.0408441717926068,19,1019
"irae","on.ici",0.239940448938364,0.0490735350751544,19,1019
"death","(Intercept)",-9.13797050804693,0.0930554407429944,20,1020
"death","ns(month, df = 3)1",0.507891431551701,0.0473073345716506,20,1020
"death","ns(month, df = 3)2",0.789135574862552,0.0825290035466025,20,1020
"death","ns(month, df = 3)3",0.916887245810026,0.0432852360242635,20,1020
"death","age",0.0503342030282678,0.00105277777307632,20,1020
"death","sexFemale",-0.00588724626073499,0.0198489806604983,20,1020
"death","ecog1",0.575063938878395,0.023141054327522,20,1020
"death","ecog2",0.986852212891527,0.0313482734248154,20,1020
"death","ecog3",1.31735876696915,0.0445284816676606,20,1020
"death","cancer.typeBladder",0.14953783546477,0.0348681448584944,20,1020
"death","cancer.typeKidney",0.19004536629054,0.0355240379660734,20,1020
"death","cancer.typeMelanoma",-0.184678742350889,0.0375390614506649,20,1020
"death","practice.typeCommunity",0.0480223043532869,0.0220284822516438,20,1020
"death","initial.stageIV",0.276468454713691,0.0227438474308553,20,1020
"death","on.ici",-0.0152028945696744,0.0275991417784335,20,1020
"irae","(Intercept)",-5.56277823131434,0.141063884307147,20,1020
"irae","ns(month, df = 3)1",-0.234470277910518,0.0800852190687314,20,1020
"irae","ns(month, df = 3)2",-0.72543806729889,0.115205641685207,20,1020
"irae","ns(month, df = 3)3",-0.133493997253689,0.0833126086360284,20,1020
"irae","age",-0.00370565669237728,0.00173553055303149,20,1020
"irae","sexFemale",0.195726717400157,0.0333507278066275,20,1020
"irae","ecog1",0.130151568697261,0.0357629578614535,20,1020
"irae","ecog2",-0.118348017802695,0.0691481551293017,20,1020
"irae","ecog3",-0.151282335532239,0.123166537526327,20,1020
"irae","cancer.typeBladder",-0.308983096786512,0.0727045351236833,20,1020
"irae","cancer.typeKidney",-0.343124195738763,0.0729853454839825,20,1020
"irae","cancer.typeMelanoma",0.0893017047977002,0.0617579160595652,20,1020
"irae","practice.typeCommunity",-0.136876830105238,0.0359144002270402,20,1020
"irae","tx.combo",0.359491463938647,0.0339389026238958,20,1020
"irae","pd.l1Low",-0.131349194582447,0.040545950482656,20,1020
"irae","pd.l1High",0.288251533211272,0.0424551735711494,20,1020
"irae","on.ici",0.185249366901346,0.0502055012076969,20,1020
